Pincode,Enrolment_Count,Update_Count
208004,420,5744
208005,257,5014
208006,149,3121
208007,635,9602
208008,31,882
208009,32,455
208010,639,9632
208011,869,12132
208012,356,7330
208013,257,5719
208014,361,8453
208015,83,1565
208016,120,2731
208017,786,9323
208019,379,8498
208020,544,7182
208021,1459,24935
208022,399,6779
208023,346,7965
208024,63,1133
208025,197,3666
208026,52,661
208027,1342,12860
209101,388,9903
209111,318,10591
209112,166,5636
209115,360,9267
209121,317,11822
209125,53,779
209201,4,60
209202,839,22812
209203,262,5939
209204,880,8552
209205,270,5296
209206,1520,18603
209208,170,5968
209209,192,4985
209210,496,7472
209214,624,9250
209217,388,8063
209301,743,8196
209302,999,14055
209303,739,11320
209304,187,5143
209305,85,1894
209306,1418,16468
209307,436,5784
209308,398,5671
209310,221,8135
209311,150,3876
209312,157,4935
209401,538,7294
209402,1073,8286
209501,59,1226
209502,300,13457
209503,34,750
209504,12,76
209505,96,793
209506,246,5206
209601,525,14003
209602,139,4496
209621,289,7255
209622,301,6417
209625,892,23967
209651,67,1124
209652,50,1355
209715,456,10622
209720,66,1034
209721,1028,18969
209722,1379,15190
209723,195,5287
209724,287,8276
209725,272,6462
209726,115,3084
209727,559,15608
209728,540,14957
209729,254,4305
209731,750,8133
209732,236,7408
209733,347,8299
209734,275,6620
209735,171,3452
209736,120,4295
209738,170,3623
209739,533,8582
209743,244,3911
209745,172,5072
209747,163,4641
209749,96,3704
209801,8123,57657
209821,1396,22824
209825,597,12443
209827,159,3472
209831,333,9249
209841,6,76
209859,590,16476
209861,2013,13618
209862,208,4554
209863,67,801
209864,77,1283
209865,50,813
209866,31,621
209867,11,265
209868,35,862
209869,37,586
209870,42,436
209871,14,220
209881,9,72
210001,3444,35152
210120,252,7804
210121,2860,23718
210123,178,4599
210125,953,15264
210126,447,13557
210128,185,7568
210129,829,20225
210201,483,11341
210202,519,13301
210203,676,15348
210204,319,7129
210205,1401,26476
210206,684,15894
210207,871,14997
210208,681,16738
210209,1210,20046
210301,269,7063
210341,128,4033
210421,305,10104
210422,138,3712
210423,374,8493
210424,430,8380
210425,154,3807
210426,296,9023
210427,677,17417
210428,121,2839
210429,496,13948
210430,209,5299
210431,504,18207
210432,225,7183
210433,269,7184
210501,256,6948
210502,330,9001
210504,126,3347
210505,449,7898
210506,198,5828
210507,531,16105
211001,325,7187
211002,347,8303
211003,1342,27300
211004,273,5686
211005,2,6
211006,290,6461
211007,93,2259
211008,642,17111
211009,8,45
211010,86,2562
211011,470,12457
211012,435,12781
211013,515,13930
211014,9,98
211015,5,194
211016,434,13248
211018,1,4
211019,529,13050
212104,324,15154
212106,548,19907
212107,514,18511
212108,238,6364
212109,381,8794
212201,1518,23624
212202,653,8258
212203,423,7492
212204,370,7114
212205,340,7153
212206,683,16373
212207,790,18769
212208,241,5558
212210,3,45
212212,1,13
212213,365,6942
212214,483,15045
212216,553,21078
212217,1061,35842
212218,211,6632
212301,555,25634
212302,209,8507
212303,393,14443
212305,283,11869
212306,479,26656
212307,175,9090
212401,238,5953
212402,781,25757
212404,78,1599
212405,213,4861
212502,412,10558
212503,280,7703
212507,536,21120
212601,3846,33591
212620,243,7898
212621,3,12
212622,312,9744
212623,52,1247
212631,313,9618
212635,1273,12195
212641,227,6384
212645,323,7987
212650,144,3953
212651,149,6476
212652,351,10222
212653,270,8056
212654,88,3141
212655,617,23493
212656,277,8893
212657,954,11413
212658,245,8160
212659,210,5574
212660,93,1448
212661,169,6595
212662,58,1253
212663,529,7341
212664,818,10262
212665,256,7859
212666,52,849
215126,165,5911
216221,461,11375
221001,5969,59680
221002,1835,19638
221003,602,9402
221004,87,2433
221005,821,9659
221006,43,1298
221007,1765,24167
221008,424,10290
221009,83,2125
221010,1031,13689
221011,956,10352
221101,1572,17865
221103,127,2714
221104,1467,20380
221105,440,9787
221106,262,6014
221107,1424,11990
221108,222,4876
221109,346,4950
221110,73,1635
221111,14,451
221112,314,4433
221115,161,5529
221116,107,2719
221201,225,7250
221202,365,11766
221204,291,10920
221206,310,7042
221207,173,5273
221208,299,8125
221209,14,642
221210,42,893
221301,423,12616
221302,295,6542
221303,533,14896
221304,746,19359
221305,129,3194
221306,196,4429
221307,553,13996
221308,274,8408
221309,238,6501
221310,225,6728
221311,280,8234
221313,45,819
221314,242,6178
221401,729,17803
221402,365,9009
221403,401,8887
221404,627,20705
221405,256,6512
221406,253,6046
221407,28,629
221409,171,2678
221502,379,12042
221503,681,27362
221505,969,16545
221507,307,10166
221508,473,15406
221601,336,7263
221602,254,6036
221603,379,10141
221701,388,9122
221705,59,1399
221706,345,9009
221709,105,2751
221711,570,11522
221712,687,22197
221713,244,5500
221715,455,13848
221716,220,8809
221717,390,7655
221718,180,4543
222001,2363,35487
222002,258,5194
222003,3,97
222101,38,1042
222102,24,468
222103,4,88
222105,188,4157
222107,28,1246
222108,42,1037
222109,358,7804
222110,6,50
222111,28,906
222112,30,741
222113,44,1874
222125,552,17406
222127,152,2778
222128,128,3618
222129,292,9213
222131,235,4528
222132,398,5350
222133,163,7833
222135,208,3805
222136,517,12568
222137,210,6671
222138,110,3224
222139,1684,15248
222141,303,6406
222142,446,10681
222143,436,12625
222144,120,4651
222145,245,6614
222146,175,4303
222148,125,3941
222149,151,3657
222161,752,17722
222162,295,8125
222165,165,6589
222170,243,5445
222175,224,6206
222180,235,6639
222181,161,4241
222201,242,7358
222202,569,15403
222203,557,10195
222204,168,4761
222301,108,2540
222302,1083,12780
222303,339,7923
223101,994,10753
223102,184,5247
223103,263,9121
223104,573,11425
223105,118,2783
223106,20,402
223107,26,1092
223221,458,11472
223222,297,6629
223223,420,8914
223224,504,10091
223225,246,5700
223226,263,4015
223227,506,8208
224001,1754,23065
224120,93,1465
224121,238,5850
224122,957,14134
224123,254,5030
224125,146,2938
224126,149,4296
224127,171,4583
224129,548,8023
224132,200,4453
224133,92,1508
224135,253,5832
224137,148,2884
224139,318,6316
224141,431,8571
224143,417,8351
224145,313,6227
224146,159,3705
224147,420,9925
224149,599,15900
224151,172,4905
224152,235,4636
224153,218,5095
224155,263,4848
224157,105,1983
224158,155,4499
224159,281,5406
224161,350,5877
224164,188,5633
224166,91,1295
224168,244,4566
224171,196,3257
224172,116,2826
224176,170,3857
224181,419,7154
224182,72,2443
224183,81,1460
224186,299,6465
224188,255,5171
224189,141,3963
224190,709,16048
224195,142,3505
224201,195,4187
224202,117,3971
224203,181,3264
224204,359,7308
224205,182,4231
224206,132,2954
224207,70,1883
224208,159,3933
224209,248,4682
224210,140,3501
224225,84,1741
224227,135,2769
224228,73,2314
224229,101,2609
224230,147,2450
224231,126,2946
224234,153,3606
224235,81,2357
224238,5,23
224284,99,2107
225001,638,19280
225002,12,160
225003,252,6098
225119,102,3897
225120,151,3856
225121,288,8443
225122,205,4675
225123,76,1409
225124,45,813
225125,26,906
225126,27,601
225201,264,7281
225202,126,4198
225203,169,4128
225204,213,5854
225205,156,4627
225206,303,9185
225207,210,8134
225208,101,2744
225301,773,15943
225302,789,11928
225303,164,3245
225304,382,9056
225305,1850,27486
225306,572,8450
225401,252,7237
225402,458,12195
225403,194,7342
225404,76,2937
225405,146,6248
225406,176,4439
225407,192,8572
225408,182,6325
225409,406,14144
225411,360,9643
225412,308,9798
225413,221,7787
225414,329,6511
225415,373,11640
225416,222,7520
226001,1001,11450
226002,1026,27407
226003,4796,69767
226004,857,10296
226005,1399,10153
226006,151,3211
226007,83,2076
226008,649,9062
226009,35,877
226010,1439,14746
226011,262,5212
226012,425,7341
226013,70,1127
226014,34,585
226015,56,1249
226016,1093,19971
226017,1254,19367
226018,757,8078
226019,13,213
226020,1257,17154
226021,959,14766
226022,477,9875
226023,264,4832
226024,247,5098
226025,199,3489
226026,185,4633
226028,448,9486
226029,140,2930
226030,28,566
226031,58,1052
226101,339,6705
226102,70,1779
226201,32,521
226202,2,50
226203,30,1048
226301,123,3372
226302,54,697
226401,122,3231
226501,56,1655
227101,247,3813
227105,244,3876
227107,647,14927
227111,536,10892
227115,489,12832
227116,232,5930
227125,278,10617
227131,515,12086
227202,356,9761
227205,406,12546
227301,395,13193
227302,124,5358
227304,333,5952
227305,782,12798
227308,498,7437
227309,308,6172
227405,450,12154
227406,140,2463
227407,126,2911
227408,269,6307
227409,460,13302
227411,226,4216
227412,112,2202
227413,168,5219
227801,432,9267
227805,375,7223
227806,232,6353
227807,114,2902
227808,426,9618
227809,623,13760
227811,340,9310
227812,99,2543
227813,516,12381
227814,146,4079
227815,346,6143
227816,525,14925
227817,108,2670
228001,3082,22930
228118,95,1833
228119,383,5413
228120,91,1472
228121,257,6450
228125,253,5720
228131,664,9365
228132,313,4153
228133,89,2062
228141,310,4397
228142,261,4802
228145,450,10755
228151,551,8819
228155,325,6722
228159,316,6591
228161,388,9614
228171,335,8626
228172,11,518
228411,169,5702
229001,1640,40411
229010,186,3372
229103,169,4628
229121,201,4680
229122,254,6456
229123,134,3669
229124,111,3518
229125,286,7682
229126,178,2891
229127,363,12496
229128,125,3724
229129,207,4519
229130,154,4614
229135,86,1677
229201,106,2895
229202,119,3334
229203,157,4216
229204,258,7638
229205,262,4437
229206,320,7899
229207,217,6387
229208,92,2259
229209,62,1227
229210,77,1222
229211,122,2578
229212,172,4508
229215,113,2572
229216,225,4367
229301,702,15281
229302,300,4858
229303,392,10631
229304,263,5108
229305,344,6362
229306,486,11794
229307,357,7759
229308,254,4792
229309,454,8861
229310,321,6398
229311,151,2435
229316,134,3420
229401,391,9551
229402,410,8119
229404,309,10582
229405,148,4004
229406,52,1934
229408,208,3695
229410,192,4754
229412,293,12393
229413,167,4324
229501,353,5274
229502,101,2070
229503,249,4764
229504,177,4384
229801,120,2953
229802,109,3519
229841,224,6384
229881,242,7766
230001,648,12843
230002,133,3177
230121,13,130
230124,301,8356
230125,266,5805
230126,75,1827
230127,80,1931
230128,330,7142
230129,404,7850
230130,38,617
230131,224,3734
230132,387,8865
230134,121,3305
230135,572,11939
230136,142,3283
230137,146,3248
230138,136,3398
230139,343,7625
230141,454,8453
230142,146,4527
230143,175,3191
230144,192,4731
230201,548,14494
230202,304,6781
230204,831,17714
230301,334,7748
230302,130,3055
230304,446,10632
230306,197,3722
230401,216,4130
230402,379,14048
230403,285,7498
230404,125,3409
230405,156,2980
230501,142,3800
230502,189,4341
230503,300,7882
231001,2197,51940
231205,313,12806
231206,35,1177
231207,103,5443
231208,598,19696
231209,34,604
231210,684,24505
231211,678,32963
231212,256,6853
231213,375,18133
231215,50,1771
231216,1031,33534
231217,92,3832
231218,77,4168
231219,263,9206
231220,34,1144
231221,57,1691
231222,119,2852
231223,475,9499
231225,100,6564
231226,257,8107
231301,407,7692
231302,724,16340
231303,377,8935
231304,763,16335
231305,424,10566
231306,163,4275
231307,222,4936
231309,197,6640
231310,123,3967
231311,3,59
231312,446,8546
231313,246,7983
231314,163,2711
231501,487,11210
232101,3047,32063
232102,204,7692
232103,924,26705
232104,1388,17204
232105,506,8579
232106,519,11068
232107,180,4580
232108,374,11676
232109,462,10660
232110,616,16228
232111,295,7460
232114,1,1
232115,1,1
232118,366,8683
232119,2,3
232120,189,7209
232221,106,4586
232325,81,1803
232326,430,10063
232327,137,4052
232328,181,4795
232329,296,8347
232330,105,1773
232331,110,3397
232332,122,3761
232333,201,6720
232336,95,2754
232339,44,1835
232340,159,3378
233001,927,22801
233221,363,6343
233222,297,10015
233223,256,5325
233224,158,3790
233225,230,6395
233226,614,16333
233227,761,19563
233228,105,3569
233229,149,3939
233230,197,7305
233231,146,5440
233232,95,3579
233233,67,2393
233300,328,7166
233301,163,3696
233302,459,9416
233303,261,5609
233304,540,10885
233305,322,8149
233306,335,6536
233307,182,4886
233310,121,2371
233311,320,4889
241001,6311,48432
241121,425,7982
241122,320,7939
241123,2317,18254
241124,3252,26734
241125,488,12694
241126,316,7827
241201,332,11135
241202,389,10821
241203,342,9967
241204,1844,22291
241301,793,21090
241302,386,11077
241303,875,20088
241304,676,17526
241305,172,5368
241401,302,6293
241402,2194,17047
241403,627,15140
241404,1125,16195
241405,283,6640
241406,889,15725
241407,535,12775
241501,944,21220
241502,291,7551
241503,1423,34059
241504,1103,25943
242001,8511,96970
242021,13,69
242042,732,15247
242123,67,1411
242127,3500,21441
242220,244,5868
242221,3926,26195
242223,204,6024
242226,60,1186
242301,1627,17802
242303,1166,12573
242305,402,8377
242306,376,8281
242307,1383,17341
242401,798,28141
242405,526,9631
242406,340,10417
242407,429,17055
243001,4917,53225
243002,8,104
243003,585,13351
243004,6,79
243005,676,18110
243006,464,11592
243122,1008,31947
243123,845,36631
243201,5736,37270
243202,939,17144
243203,430,9908
243301,820,22284
243302,432,17951
243303,698,19086
243401,257,7756
243402,281,7912
243403,40,688
243407,45,1153
243501,381,8472
243502,576,15142
243503,4119,43873
243504,507,15886
243505,2552,30075
243506,228,9990
243601,4851,67786
243621,135,1755
243630,299,8105
243631,346,7958
243632,573,13105
243633,592,24637
243634,321,8515
243635,1437,18796
243636,196,4150
243637,231,7025
243638,2691,35965
243639,912,19856
243640,72,799
243641,490,11289
243701,1897,23516
243720,136,2229
243722,9,26
243723,66,727
243724,22,550
243725,47,1011
243726,50,1094
243727,2,36
243751,11,91
244001,15124,174417
244102,1166,23654
244104,15,110
244221,2794,53250
244222,460,10715
244223,10,278
244225,354,10471
244231,662,16416
244235,908,17511
244236,254,6109
244241,934,22054
244242,579,18008
244251,408,13329
244255,579,10899
244301,1326,22891
244302,1302,41207
244303,444,14766
244304,535,13053
244401,530,12018
244402,693,14379
244410,69,1371
244411,255,2660
244412,292,5037
244413,43,848
244414,10,193
244415,7,85
244501,1037,23531
244504,148,3569
244601,638,13851
244602,234,7153
244701,31,734
244712,427,20827
244713,1255,59269
244715,505,14003
244716,34,1120
244717,9,121
244901,9572,118571
244921,2735,36032
244922,2175,27960
244923,42,926
244924,2105,38156
244925,842,19974
244926,423,11915
244927,675,13509
245101,5526,68483
245201,279,6014
245205,989,15794
245206,839,11432
245207,606,13558
245208,324,7070
245301,224,7215
245304,1828,25046
245401,256,4885
245402,279,5300
245403,288,6338
245405,419,9387
245407,230,3719
245408,669,13208
245409,360,7975
245411,207,4167
245412,569,9761
246001,66,3082
246113,3,172
246121,77,2587
246123,88,2907
246124,9,320
246125,12,378
246127,28,1009
246128,37,1313
246129,13,335
246130,145,2195
246131,9,403
246141,105,2179
246142,7,226
246144,30,1456
246146,5,406
246147,29,798
246148,4,202
246149,375,17560
246155,76,2137
246159,7,308
246161,33,1016
246162,48,1269
246163,16,325
246164,25,845
246165,5,121
246166,10,335
246167,33,956
246169,32,983
246171,152,5675
246172,61,2280
246173,35,1196
246174,86,2871
246175,12,327
246176,12,544
246177,7,569
246179,69,2177
246193,5,215
246194,10,368
246275,48,1411
246276,31,1308
246277,45,1587
246278,3,199
246279,20,573
246285,146,3334
246401,33,1038
246419,79,2180
246421,82,3255
246424,83,3543
246425,88,3207
246426,12,389
246427,100,3407
246428,99,3168
246429,61,2536
246431,24,989
246435,58,3312
246439,104,3036
246440,21,1272
246441,16,365
246442,58,1686
246443,50,1886
246444,63,2303
246446,20,931
246448,8,93
246449,67,2566
246453,25,671
246455,85,2270
246469,35,1887
246471,29,980
246472,27,1154
246473,58,2437
246474,20,604
246475,183,6272
246481,105,3165
246482,16,829
246483,7,153
246486,24,1294
246487,27,545
246488,10,251
246495,12,646
246701,1921,55611
246721,470,11220
246722,747,21300
246723,143,3311
246724,422,9853
246725,1877,41548
246726,339,10381
246727,279,6161
246728,154,4730
246729,156,3327
246731,894,29722
246732,277,7622
246733,985,36460
246734,713,16089
246735,371,7770
246736,205,5402
246737,30,643
246738,21,459
246745,365,6699
246746,561,13004
246747,740,17386
246749,466,14976
246761,1091,29366
246762,1303,37525
246763,1742,39958
246764,462,12030
246765,36,1992
246768,121,2203
247001,10189,137287
247002,27,720
247120,400,10835
247121,833,21062
247122,22,510
247129,325,10799
247231,534,14893
247232,477,14542
247340,253,7802
247341,1305,28958
247342,369,9827
247343,101,2614
247451,672,20694
247452,528,13499
247453,183,4786
247551,615,12718
247554,1676,28633
247656,397,15531
247661,436,22744
247662,503,14832
247663,776,27419
247664,137,8461
247665,175,5618
247666,172,6870
247667,1842,43283
247668,130,5087
247669,74,2066
247670,193,6624
247671,207,6403
247769,130,3944
247771,173,3683
247772,612,16311
247773,757,16134
247774,1933,34957
247775,1577,24696
247776,2081,54705
247777,740,16839
247778,473,13257
248001,5098,63965
248002,210,6584
248003,64,2066
248005,187,6719
248006,19,1174
248007,412,14899
248008,207,7957
248009,44,1449
248011,18,229
248012,4,104
248013,14,428
248121,101,2846
248122,14,112
248123,137,3941
248124,43,1272
248125,99,3279
248140,272,13948
248141,48,1240
248142,235,11213
248143,51,1614
248144,4,131
248145,41,1262
248146,16,477
248152,1,23
248158,79,1766
248159,18,398
248165,46,957
248171,312,7487
248179,59,2142
248195,13,437
248196,156,2615
248197,630,16625
248198,137,5778
248199,85,3511
248202,1,91
249001,99,3147
249121,37,1523
249122,101,2976
249123,35,1398
249124,3,75
249125,31,563
249126,18,596
249128,7,52
249130,47,1188
249131,91,2887
249132,103,2665
249135,55,1380
249137,105,2700
249141,91,3695
249145,140,3442
249146,65,3683
249151,79,2620
249152,131,4020
249155,435,14020
249161,188,6510
249165,422,10498
249171,104,2968
249175,95,3631
249180,279,5263
249181,279,5042
249185,269,6696
249186,61,3183
249192,106,6717
249193,195,6219
